23;637;3815;0;2;1.75;0.8575;1.0
1304;637;3815;0;2;1.34;0.5896;2.0
1015;637;7032;0;2;4.38;2.19;2.0
299;637;7032;0;2;3.36;1.6464;2.0
888;637;7032;0;2;0.88;0.2816;1.0
625;669;9664;0;2;3.22;1.127;2.0
668;669;9664;0;2;3.93;1.8078;1.0
951;669;9664;0;2;3.86;1.6984;2.0
103;669;9664;0;2;1.9;0.703;2.0
1091;669;9664;0;2;3.56;1.4952;1.0
415;669;9664;0;2;5.82;2.5608;2.0
885;669;9664;0;2;2.76;0.8832;2.0
1443;669;8878;0;2;2.17;1.0199;1.0
1314;669;8878;0;2;1.28;0.4096;2.0
837;669;3182;0;2;3.24;1.2636;2.0
428;669;3182;0;2;0.67;0.3082;1.0
1243;669;3182;0;2;2.36;1.18;2.0
355;669;3182;0;2;0.81;0.3726;1.0
731;669;3182;0;2;3.81;1.3716;1.0
1160;669;3182;0;2;5.52;2.7048;2.0
862;669;10052;0;2;5.46;2.5662;2.0
1157;669;10052;0;2;6.72;2.688;2.0
1001;669;10052;0;2;5.04;1.6128;2.0
269;669;3217;0;2;5.68;2.7264;2.0
1295;646;7438;0;2;3.7;1.443;2.0
220;646;7438;0;2;2.55;1.02;1.0
330;646;7438;0;2;3.98;1.5124;1.0
413;646;7438;0;2;2.25;0.81;1.0
163;646;7438;0;2;4.76;1.7136;2.0
912;646;7438;0;2;5.26;1.841;2.0
1488;646;6149;0;2;2.34;0.819;1.0
53;646;6149;0;2;3.61;1.4079;1.0
1189;646;5470;0;2;0.76;0.2812;1.0
952;646;5470;0;2;2.91;1.0476;1.0
835;646;5470;0;2;6.98;2.3732;2.0
409;646;7192;0;2;3.91;1.3294;1.0
572;646;7192;0;2;7.53;3.6144;3.0
815;646;7192;0;2;1.84;0.8096;2.0
499;646;7192;0;2;2.96;0.9768;1.0
1448;646;7192;0;2;7.88;3.546;2.0
160;646;7192;0;2;4.26;2.0874;2.0
1481;646;277;0;2;3.86;1.2738;2.0
60;646;277;0;2;5.32;1.8088;2.0
476;646;277;0;2;7.28;2.4024;2.0
61;649;6672;126;2;0.74;0.3108;1.0
837;649;6672;126;2;3.24;1.3608;2.0
67;649;6672;126;2;3.72;1.1904;2.0
404;649;6672;126;2;2.5;1.025;2.0
221;649;6672;126;2;3.66;1.2078;1.0
591;649;599;126;2;1.17;0.4212;1.0
780;649;599;126;2;2.84;0.994;1.0
1356;649;599;126;2;3.2;1.12;2.0
41;649;599;126;2;1.78;0.6586;2.0
1283;649;599;126;2;0.79;0.3476;1.0
674;649;599;126;2;6.36;2.9256;2.0
996;649;4076;126;2;1.7;0.765;2.0
707;649;4076;126;2;1.87;0.6171;1.0
1323;649;4939;126;2;5.88;1.9992;2.0
141;649;4939;126;2;7.86;3.6942;2.0
984;649;4939;126;2;0.81;0.3321;1.0
14;649;4939;126;2;1.93;0.7913;1.0
289;649;4939;126;2;2.74;0.8494;2.0
788;649;2180;126;2;1.1;0.385;2.0
1071;649;2180;126;2;7.92;3.8016;3.0
222;649;2180;126;2;7.9;2.765;2.0
1211;649;2180;126;2;3.79;1.3644;1.0
35;649;372;126;2;2.21;0.9282;1.0
944;649;372;126;2;1.76;0.6864;2.0
189;649;372;126;2;3.45;1.4145;1.0
1310;649;372;126;2;3.98;1.5522;1.0
235;649;372;126;2;3.55;1.3135;1.0
345;649;372;126;2;4.22;1.5614;2.0
137;647;4988;126;2;3.7;1.443;1.0
659;647;4988;126;2;6.42;2.7606;2.0
237;647;4988;126;2;2.68;1.3132;1.0
360;647;4988;126;2;2.62;0.8908;2.0
1529;647;7843;126;2;9.81;3.2373;3.0
14;647;7843;126;2;5.79;2.0265;3.0
297;647;7843;126;2;1.8;0.738;2.0
593;647;7843;126;2;5.61;2.4684;3.0
603;647;4018;126;2;2.46;1.0824;2.0
820;647;4018;126;2;2.1;0.672;3.0
171;647;4018;126;2;2.95;1.18;1.0
560;647;4018;126;2;1.2;0.504;1.0
783;647;4411;126;2;2.47;0.7904;1.0
1093;647;4411;126;2;2.81;1.2926;1.0
