1244;1068;2998;630;8;4.8400;2.0328;4.0000
1244;1073;8189;0;17;3.6300;1.4883;3.0000
1244;1074;1853;0;18;3.6300;1.2705;3.0000
1244;1074;8564;0;4;4.8400;2.0812;4.0000
1244;1075;4379;0;19;3.6300;1.8150;3.0000
1244;1075;7274;0;13;4.8400;1.5488;4.0000
1244;1076;6589;0;17;4.8400;2.3716;4.0000
1244;1083;9289;0;20;3.6300;1.3068;3.0000
1244;1090;9634;0;10;6.0500;1.9965;5.0000
1245;367;5005;0;14;2.3200;0.8584;1.0000
1245;377;750;0;13;9.2800;3.8976;4.0000
1245;380;6970;502;6;6.9600;2.7144;3.0000
1245;386;6421;0;7;6.9600;3.1320;3.0000
1245;386;7359;0;13;6.9600;2.7144;3.0000
1245;389;1721;976;13;4.6400;1.7168;2.0000
1245;400;7149;0;13;9.2800;3.4336;4.0000
1245;400;9510;1214;16;6.9600;2.3664;3.0000
1245;405;6109;0;14;2.3200;1.1136;1.0000
1245;417;3149;0;11;4.6400;1.5776;2.0000
1245;420;903;0;24;9.2800;4.5472;4.0000
1245;420;2034;0;24;6.9600;3.1320;3.0000
1245;438;2525;980;13;9.2800;3.1552;4.0000
1245;466;1332;824;11;11.6000;4.6400;5.0000
1245;470;7521;0;13;9.2800;3.5264;4.0000
1245;470;7702;0;16;6.9600;3.3408;3.0000
1245;471;3567;0;16;6.9600;3.4104;3.0000
1245;483;405;0;7;9.2800;4.0832;4.0000
1245;485;3312;0;15;6.9600;2.2272;3.0000
1245;491;5230;984;13;4.6400;2.3200;2.0000
1245;493;3758;1853;24;4.6400;1.8560;2.0000
1245;495;5379;0;17;6.9600;3.4104;3.0000
1245;495;10116;0;17;6.9600;2.5752;3.0000
1245;502;5748;0;7;4.6400;1.3920;2.0000
1245;503;4391;0;16;4.6400;1.9952;2.0000
1245;505;1922;0;15;6.9600;2.8536;3.0000
1245;507;5811;0;6;9.2800;3.0624;4.0000
1245;519;5786;0;13;6.9600;2.1576;3.0000
1245;519;7416;0;13;6.9600;3.4800;3.0000
1245;520;3418;0;3;6.9600;2.5056;3.0000
1245;538;2484;1066;14;4.6400;1.4848;2.0000
1245;540;1310;0;16;6.9600;2.8536;3.0000
1245;553;780;0;13;4.6400;1.4384;2.0000
1245;561;9404;0;7;6.9600;3.2712;3.0000
1245;562;5188;0;2;4.6400;1.6704;2.0000
1245;570;7851;0;7;9.2800;3.3408;4.0000
1245;574;3548;0;13;9.2800;3.7120;4.0000
1245;585;8288;0;7;6.9600;2.9928;3.0000
1245;623;9564;0;17;6.9600;2.5056;3.0000
1245;630;8840;0;17;6.9600;3.3408;3.0000
1245;632;6529;0;17;4.6400;2.1344;2.0000
1245;646;3952;521;6;9.2800;3.6192;4.0000
1245;651;1341;205;3;9.2800;4.0832;4.0000
1245;652;5730;0;7;6.9600;3.4800;3.0000
1245;660;9752;0;17;6.9600;2.4360;3.0000
1245;661;1807;0;15;6.9600;3.2016;3.0000
1245;678;1698;523;7;4.6400;1.4384;2.0000
1245;680;897;523;6;9.2800;3.9904;4.0000
1245;686;1923;0;11;6.9600;2.7144;3.0000
1245;691;3767;524;6;9.2800;2.9696;4.0000
1245;692;4021;1235;16;6.9600;2.9928;3.0000
1245;692;6047;1314;17;9.2800;4.6400;4.0000
1245;698;5857;0;11;6.9600;2.8536;3.0000
1245;700;7522;0;13;9.2800;3.5264;4.0000
1245;701;9840;0;6;6.9600;2.5056;3.0000
1245;708;2921;0;16;6.9600;3.4800;3.0000
1245;722;3538;0;11;6.9600;2.2272;3.0000
1245;735;2852;606;8;6.9600;2.2968;3.0000
1245;740;2011;0;23;6.9600;3.0624;3.0000
1245;740;2365;0;19;6.9600;3.3408;3.0000
1245;743;9881;0;3;9.2800;3.2480;4.0000
1245;745;1977;1792;23;9.2800;3.7120;4.0000
1245;748;9169;1792;23;4.6400;1.9488;2.0000
1245;761;8608;1872;24;4.6400;2.0880;2.0000
1245;769;2634;0;1;9.2800;3.2480;4.0000
1245;769;6669;0;12;4.6400;1.6704;2.0000
1245;771;983;0;11;4.6400;1.6240;2.0000
1245;771;4979;0;2;2.3200;0.7888;1.0000
1245;771;6027;0;1;4.6400;1.6240;2.0000
1245;772;4881;0;13;6.9600;2.7840;3.0000
1245;775;9450;609;8;6.9600;2.5752;3.0000
1245;779;5341;0;17;4.6400;1.5776;2.0000
1245;779;7281;0;17;4.6400;1.5312;2.0000
1245;782;9519;0;20;6.9600;2.5752;3.0000
1245;788;1236;689;21;4.6400;1.4848;2.0000
1245;792;7521;1005;13;6.9600;2.2968;3.0000
1245;795;9990;0;8;4.6400;1.9488;2.0000
1245;797;5295;0;16;9.2800;4.6400;4.0000
1245;805;2954;374;5;2.3200;0.8120;1.0000
1245;806;6001;0;17;9.2800;3.5264;4.0000
1245;809;8263;0;11;9.2800;3.1552;4.0000
1245;812;4455;0;21;6.9600;3.2712;3.0000
1245;815;6168;1323;17;9.2800;3.8048;4.0000
1245;818;569;1797;23;9.2800;2.8768;4.0000
1245;819;1627;138;2;4.6400;2.2736;2.0000
1245;824;1979;0;3;6.9600;2.9232;3.0000
1245;828;3087;534;6;9.2800;3.1552;4.0000
1245;830;8995;0;20;6.9600;2.5056;3.0000
1245;832;2063;0;10;6.9600;3.2712;3.0000
1245;833;6161;0;17;4.6400;1.9024;2.0000
1245;842;3598;0;19;4.6400;1.3920;2.0000
1245;849;510;0;4;9.2800;2.8768;4.0000
1245;849;7668;0;19;11.6000;5.8000;5.0000
1245;850;1053;0;13;6.9600;3.2712;3.0000
1245;850;5664;0;11;9.2800;4.2688;4.0000
1245;851;8749;0;13;4.6400;1.3920;2.0000
1245;862;5008;0;10;9.2800;4.1760;4.0000
1245;863;4225;0;12;9.2800;4.0832;4.0000
1245;865;7001;0;3;9.2800;3.9904;4.0000
1245;868;5820;0;17;6.9600;3.4800;3.0000
1245;870;1717;0;11;9.2800;3.8976;4.0000
1245;872;9308;853;11;9.2800;2.7840;4.0000
1245;875;3568;1485;19;4.6400;2.0880;2.0000
1245;877;9971;0;4;6.9600;2.9928;3.0000
1245;880;10243;0;17;9.2800;4.2688;4.0000
1245;887;1295;0;4;6.9600;2.3664;3.0000
1245;895;9619;0;11;6.9600;2.7840;3.0000
1245;900;1593;618;8;6.9600;2.5056;3.0000
1245;901;133;539;6;9.2800;4.0832;4.0000
1245;902;850;0;18;6.9600;2.9928;3.0000
1245;902;7069;0;18;9.2800;3.6192;4.0000
1245;904;1236;0;21;4.6400;1.4384;2.0000
1245;908;8662;0;21;4.6400;2.0880;2.0000
